01459|LJSpeech|ɹᵻlˈæps wʌz ɹˈæpɪd ænd ɪnˈɛvᵻɾəbəl, sˌoʊ ðætðə lˈæɾɚ stˈeɪt ʌvðə pɹˈɪzən wʌz wˈɜːs ðɐn ðə fˈɜːst.|ɹᵻlˈæps wʌz ɹˈæpɪd ænd ɪnˈɛvᵻɾəbəl, sˌoʊ ðætðə lˈæɾɚ stˈeɪt ʌvðə pɹˈɪzən wʌz wˈɜːs ðɐn ðə fˈɜːst.
02076|LJSpeech|ðɪ ˈɔːɹdɪnˌɛɹi "ɡɹˈeɪvli ˈʌɾɚd, kˈʌm ðɪs wˈeɪ, mˈɪstɚ smˈɪθ.|ðɪ ˈɔːɹdɪnˌɛɹi "ɡɹˈeɪvli ˈʌɾɚd, kˈʌm ðɪs wˈeɪ, mˈɪstɚ smˈɪθ.
01383|LJSpeech|ɪt wʌz ɹˌɛkəmˈɛndᵻd ðætðə dˈaɪətɚɹiz ʃˌʊd biː səbmˈɪɾᵻd ænd ɐpɹˈuːvd lˈaɪk ðə ɹˈuːlz; ðæt kənvˈɪktᵻd pɹˈɪzənɚz ʃˌʊd nˌɑːt ɹᵻsˈiːv ˌɛni fˈuːd bˌʌt ðə dʒˈeɪl ɐlˈaʊəns;|ɪt wʌz ɹˌɛkəmˈɛndᵻd ðætðə dˈaɪətɚɹiz ʃˌʊd biː səbmˈɪɾᵻd ænd ɐpɹˈuːvd lˈaɪk ðə ɹˈuːlz; ðæt kənvˈɪktᵻd pɹˈɪzənɚz ʃˌʊd nˌɑːt ɹᵻsˈiːv ˌɛni fˈuːd bˌʌt ðə dʒˈeɪl ɐlˈaʊəns;
00838|LJSpeech|nˈoʊ pɹˈɪzənɚ ʃˌʊd biː ɐlˈaʊd tʊ əbtˈeɪn suːpˈiəɹɪɚɹ ɐkˌɑːmədˈeɪʃən ɔnðə pˈeɪmənt ʌv ˌɛni fˈiːz. fˈiːz ˌɪndˈiːd ʃˌʊd biː dʒˈɛnɚɹəli ɐbˈɑːlɪʃt, ɡˈɑːɹnɪʃ ˈɔːlsoʊ.|nˈoʊ pɹˈɪzənɚ ʃˌʊd biː ɐlˈaʊd tʊ əbtˈeɪn suːpˈiəɹɪɚɹ ɐkˌɑːmədˈeɪʃən ɔnðə pˈeɪmənt ʌv ˌɛni fˈiːz. fˈiːz ˌɪndˈiːd ʃˌʊd biː dʒˈɛnɚɹəli ɐbˈɑːlɪʃt, ɡˈɑːɹnɪʃ ˈɔːlsoʊ.
02056|LJSpeech|æz mˈɛni spɛktˈeɪɾɚz æz ˈɛvɚ θɹˈɔŋd tə sˈiː ðə dɹˈɛdfəl ʃˈoʊ,|æz mˈɛni spɛktˈeɪɾɚz æz ˈɛvɚ θɹˈɔŋd tə sˈiː ðə dɹˈɛdfəl ʃˈoʊ,
00168|LJSpeech|ðə pˈeɪpɚ jˈuːzd fɔːɹ pɹˈɪntɪŋ ðə smˈɔːl hˈaɪli ˈɔːɹnəmˌɛntᵻd fɹˈɛntʃ sˈɜːvɪsbˈʊks ɐbˌaʊt ðə bɪɡˈɪnɪŋ ʌvðə sˈɪkstiːnθ sˈɛntʃɚɹi ɪz ɐ mˈɑːdəl ɪn ðɪs ɹᵻspˈɛkt,|ðə pˈeɪpɚ jˈuːzd fɔːɹ pɹˈɪntɪŋ ðə smˈɔːl hˈaɪli ˈɔːɹnəmˌɛntᵻd fɹˈɛntʃ sˈɜːvɪsbˈʊks ɐbˌaʊt ðə bɪɡˈɪnɪŋ ʌvðə sˈɪkstiːnθ sˈɛntʃɚɹi ɪz ɐ mˈɑːdəl ɪn ðɪs ɹᵻspˈɛkt,
00253|LJSpeech|hˈɪɹ wɜːɹ ˈɔːlsoʊ lˈɑːdʒd ðə ɡˈeɪtsmɛn, ðə pɹˈɪzənɚz hˌuː hæd tʃˈɑːɹdʒ ʌvðɪ ˈɪnɚ ɡˈeɪts, ænd hˌuː wɜːɹ ɛntɹˈʌstᵻd wɪððə dˈuːɾi ʌv ɛskˈɔːɹɾɪŋ vˈɪzɪɾɚz fɹʌmðə ɡˈeɪts|hˈɪɹ wɜːɹ ˈɔːlsoʊ lˈɑːdʒd ðə ɡˈeɪtsmɛn, ðə pɹˈɪzənɚz hˌuː hæd tʃˈɑːɹdʒ ʌvðɪ ˈɪnɚ ɡˈeɪts, ænd hˌuː wɜːɹ ɛntɹˈʌstᵻd wɪððə dˈuːɾi ʌv ɛskˈɔːɹɾɪŋ vˈɪzɪɾɚz fɹʌmðə ɡˈeɪts
00299|LJSpeech|ænd ɪmpɹˈɪzənmənt fɔːɹ dˈɛt hɐz ˈɔːlmoʊst ɛntˈaɪɚli dˌɪsɐpˈɪɹd.|ænd ɪmpɹˈɪzənmənt fɔːɹ dˈɛt hɐz ˈɔːlmoʊst ɛntˈaɪɚli dˌɪsɐpˈɪɹd.
00657|LJSpeech|ʃiː wɛnt ˌʌp tə ðə wˈɔːɹd ænd fˈaʊnd hˌɪm lˈaɪɪŋ dˈaʊn, kwˈoʊt,|ʃiː wɛnt ˌʌp tə ðə wˈɔːɹd ænd fˈaʊnd hˌɪm lˈaɪɪŋ dˈaʊn, kwˈoʊt,
00708|LJSpeech|ˈoʊnli wɛn ðɪ ˈɔːɹdɚɹ ʌv ˌɛksɪkjˈuːʃən kˈeɪm dˌaʊn wɜː ðoʊz ɐbˌaʊt tə sˈʌfɚ plˈeɪst ɐpˈɑːɹt ɪn wˈʌn ʌvðə ɹˈuːmz ɪnðɪ ɑːɹkˈeɪd ʌvðə mˈɪdəl wˈɔːɹd.|ˈoʊnli wɛn ðɪ ˈɔːɹdɚɹ ʌv ˌɛksɪkjˈuːʃən kˈeɪm dˌaʊn wɜː ðoʊz ɐbˌaʊt tə sˈʌfɚ plˈeɪst ɐpˈɑːɹt ɪn wˈʌn ʌvðə ɹˈuːmz ɪnðɪ ɑːɹkˈeɪd ʌvðə mˈɪdəl wˈɔːɹd.
00647|LJSpeech|ðɪ ˈɛvɪdəns wʌz ɪnvˈɛɹɪəbli səfˈɪʃənt tə kənvˈɪkt, ænd ðə dʒˈʌdʒ nˈɛvɚ hˈɛzᵻtˌeɪɾᵻd tʊ ɪnflˈɪkt ðə hˈɛviɪst pˈɛnəlɾiz.|ðɪ ˈɛvɪdəns wʌz ɪnvˈɛɹɪəbli səfˈɪʃənt tə kənvˈɪkt, ænd ðə dʒˈʌdʒ nˈɛvɚ hˈɛzᵻtˌeɪɾᵻd tʊ ɪnflˈɪkt ðə hˈɛviɪst pˈɛnəlɾiz.
00436|LJSpeech|ðɪ ˈɪnmeɪts, hˌuː jˌuːfɪmˈɪstɪkli stˈaɪld ðɛmsˈɛlvz "kəlˈiːdʒənz,"|ðɪ ˈɪnmeɪts, hˌuː jˌuːfɪmˈɪstɪkli stˈaɪld ðɛmsˈɛlvz "kəlˈiːdʒənz,"
01391|LJSpeech|ɔːɹ pɹˈɪzənɚz ɛmplˈɔɪd ɪn pəzˈɪʃənz ʌv tɹˈʌst, hˌuː ʃˌʊd nˌɑːt biː pɚmˈɪɾᵻd tə tɹˈæfɪk wɪð ðɛɹ fˈɛloʊpɹˈɪzənɚz ɪn ˌɛni wˈeɪ.|ɔːɹ pɹˈɪzənɚz ɛmplˈɔɪd ɪn pəzˈɪʃənz ʌv tɹˈʌst, hˌuː ʃˌʊd nˌɑːt biː pɚmˈɪɾᵻd tə tɹˈæfɪk wɪð ðɛɹ fˈɛloʊpɹˈɪzənɚz ɪn ˌɛni wˈeɪ.
00080|LJSpeech|tˈaɪp kˈæst fɹʌm hɪz mˈeɪtɹɪsˌiːz ɪz stˈɪl ɪn ˈɛvɹɪdˌeɪ jˈuːs.|tˈaɪp kˈæst fɹʌm hɪz mˈeɪtɹɪsˌiːz ɪz stˈɪl ɪn ˈɛvɹɪdˌeɪ jˈuːs.
01575|LJSpeech|ðɪ ˈækt pɹɪskɹˈaɪbd ðæt hiː ʃˌʊd dˈuː bˈoʊθ ˈɛvɹi twˈɛntifˈoːɹ ˈaʊɚz, bˌʌt dˈeɪz pˈæst wɪðˌaʊt hɪz ˈɛntɚɹɪŋ ðə wˈɔːɹdz.|ðɪ ˈækt pɹɪskɹˈaɪbd ðæt hiː ʃˌʊd dˈuː bˈoʊθ ˈɛvɹi twˈɛntifˈoːɹ ˈaʊɚz, bˌʌt dˈeɪz pˈæst wɪðˌaʊt hɪz ˈɛntɚɹɪŋ ðə wˈɔːɹdz.
01672|LJSpeech|bˌʌt ˈɔːl kʊd stˈɪl əbtˈeɪn æz mˈʌtʃ ˈɛkstɹə, ænd əvə lʌɡʒˈʊɹɹiəs kˈaɪnd, æz ðɛɹ fɹˈɛndz tʃˈoʊz tə bɹˈɪŋ ðˌɛm ˈɪn.|bˌʌt ˈɔːl kʊd stˈɪl əbtˈeɪn æz mˈʌtʃ ˈɛkstɹə, ænd əvə lʌɡʒˈʊɹɹiəs kˈaɪnd, æz ðɛɹ fɹˈɛndz tʃˈoʊz tə bɹˈɪŋ ðˌɛm ˈɪn.
00645|LJSpeech|ðə mˈoʊst tɹˈaɪflɪŋ ˈækts wɜː mˈæɡnᵻfˌaɪd ˌɪntʊ əfˈɛnsᵻz.|ðə mˈoʊst tɹˈaɪflɪŋ ˈækts wɜː mˈæɡnᵻfˌaɪd ˌɪntʊ əfˈɛnsᵻz.
01264|LJSpeech|ænd wʌz ˌɪndˈiːd dˈɛstɪnd tə kəntˈɪnjuː fɔːɹ ɐnˈʌðɚ hˈæf sˈɛntʃɚɹi, ɪn ˈʌðɚ wˈɜːdz, ʌntˈɪl ðɪ ˌɪntɹədˈʌkʃən ʌvðə pɹˈɪzən ˈækt ʌv ˈeɪtiːn sˈɛvəntisˈɛvən.|ænd wʌz ˌɪndˈiːd dˈɛstɪnd tə kəntˈɪnjuː fɔːɹ ɐnˈʌðɚ hˈæf sˈɛntʃɚɹi, ɪn ˈʌðɚ wˈɜːdz, ʌntˈɪl ðɪ ˌɪntɹədˈʌkʃən ʌvðə pɹˈɪzən ˈækt ʌv ˈeɪtiːn sˈɛvəntisˈɛvən.
00628|LJSpeech|ðə fˈɜːst nˈaɪt ɪn nˈuːɡeɪt, ænd fɚðə sˈʌbsᵻkwənt fˈɔːɹtnaɪt,|ðə fˈɜːst nˈaɪt ɪn nˈuːɡeɪt, ænd fɚðə sˈʌbsᵻkwənt fˈɔːɹtnaɪt,
00877|LJSpeech|ɪt wʌz sˌoʊ pˈaʊɚləs ɐɡˈɛnst ðə pɚsˈɪstənt nᵻɡlˈɛkt ʌv ðoʊz ɪntɹˈʌstᵻd wɪð pɹˈɪzən mˈænɪdʒmənt, ðˈæt, fˈaɪvændtwˈɛnti jˈɪɹz lˈeɪɾɚ,|ɪt wʌz sˌoʊ pˈaʊɚləs ɐɡˈɛnst ðə pɚsˈɪstənt nᵻɡlˈɛkt ʌv ðoʊz ɪntɹˈʌstᵻd wɪð pɹˈɪzən mˈænɪdʒmənt, ðˈæt, fˈaɪvændtwˈɛnti jˈɪɹz lˈeɪɾɚ,
01527|LJSpeech|hiː hæd pˈaʊɚ wˌɛɹ hɪz ɛɡzˈækʃənz wɜː ɹᵻzˈɪstᵻd ʌv mˌeɪkɪŋ ðə wˈɔːɹd mˈoʊst ʌŋkˈʌmftəbəl fɚðə dᵻfˈɔltɚ.|hiː hæd pˈaʊɚ wˌɛɹ hɪz ɛɡzˈækʃənz wɜː ɹᵻzˈɪstᵻd ʌv mˌeɪkɪŋ ðə wˈɔːɹd mˈoʊst ʌŋkˈʌmftəbəl fɚðə dᵻfˈɔltɚ.
01875|LJSpeech|hiː ɪz ɐlˈaʊd ˌɪntɚkˈoːɹs wɪð pɹˈɑːstɪtˌuːts hˈuː, ɪn nˈaɪn kˈeɪsᵻz ˌaʊɾəv tˈɛn, hæv ɚɹˈɪdʒɪnəli kəndˈuːst tə hɪz ɹˈuːɪn;|hiː ɪz ɐlˈaʊd ˌɪntɚkˈoːɹs wɪð pɹˈɑːstɪtˌuːts hˈuː, ɪn nˈaɪn kˈeɪsᵻz ˌaʊɾəv tˈɛn, hæv ɚɹˈɪdʒɪnəli kəndˈuːst tə hɪz ɹˈuːɪn;
00022|LJSpeech|ænd wʌz ɪn fˈækt ðə kˈaɪnd ʌv lˈɛɾɚ jˈuːzd ɪnðə mˈɛni splˈɛndɪd mˈɪsəlz, sˈɔltɚz, ɛtsˈɛtɹə., pɹədˈuːst baɪ pɹˈɪntɪŋ ɪnðə fˈɪftiːnθ sˈɛntʃɚɹi.|ænd wʌz ɪn fˈækt ðə kˈaɪnd ʌv lˈɛɾɚ jˈuːzd ɪnðə mˈɛni splˈɛndɪd mˈɪsəlz, sˈɔltɚz, ɛtsˈɛtɹə., pɹədˈuːst baɪ pɹˈɪntɪŋ ɪnðə fˈɪftiːnθ sˈɛntʃɚɹi.
00419|LJSpeech|wɜː plˈeɪsᵻz sˈɛt ɐpˈɑːɹt fɔːɹ skˈɪɾəlz, fˈaɪvz, ænd tˈɛnɪs, wˌɪtʃ stɹˈeɪndʒɚz fɹˈiːkwəntᵻd æz ˌɛni ˈʌðɚ plˈeɪs ʌv pˈʌblɪk ɐmjˈuːzmənt.|wɜː plˈeɪsᵻz sˈɛt ɐpˈɑːɹt fɔːɹ skˈɪɾəlz, fˈaɪvz, ænd tˈɛnɪs, wˌɪtʃ stɹˈeɪndʒɚz fɹˈiːkwəntᵻd æz ˌɛni ˈʌðɚ plˈeɪs ʌv pˈʌblɪk ɐmjˈuːzmənt.
00358|LJSpeech|mˈɪstɚ bˈʌkstənz fɹˈɛndz ɐtwˈʌns pˈeɪd ðə fˈɔːɹɾi ʃˈɪlɪŋz, ænd ðə bˈɔɪ wʌz ɹᵻlˈiːst.|mˈɪstɚ bˈʌkstənz fɹˈɛndz ɐtwˈʌns pˈeɪd ðə fˈɔːɹɾi ʃˈɪlɪŋz, ænd ðə bˈɔɪ wʌz ɹᵻlˈiːst.
00162|LJSpeech|ˈiː.dʒˈiː. ðə tʃˈiːp pˈeɪpɚ ʃˌʊd nˌɑːt sˈækɹᵻfˌaɪs tˈʌfnəs ænd dˌʊɹɹəbˈɪlᵻɾi tʊ ɐ smˈuːð ænd wˈaɪt sˈɜːfɪs,|ˈiː.dʒˈiː. ðə tʃˈiːp pˈeɪpɚ ʃˌʊd nˌɑːt sˈækɹᵻfˌaɪs tˈʌfnəs ænd dˌʊɹɹəbˈɪlᵻɾi tʊ ɐ smˈuːð ænd wˈaɪt sˈɜːfɪs,
01958|LJSpeech|ɪt kənsˈɪsts ʌv sˈɛvɹəl sˈɜːkjʊlɚ pˌɜːfɚɹˈeɪʃənz, ɐbˌaʊt tˈuː ˈɪntʃᵻz ɪn daɪˈæmɪɾɚ,|ɪt kənsˈɪsts ʌv sˈɛvɹəl sˈɜːkjʊlɚ pˌɜːfɚɹˈeɪʃənz, ɐbˌaʊt tˈuː ˈɪntʃᵻz ɪn daɪˈæmɪɾɚ,
01397|LJSpeech|ɐn ɪŋkəmplˈiːt ænd fælˈeɪʃəs mˈɛθəd ʌv pɹɪvˈɛntɪŋ kəntˌæmᵻnˈeɪʃən.|ɐn ɪŋkəmplˈiːt ænd fælˈeɪʃəs mˈɛθəd ʌv pɹɪvˈɛntɪŋ kəntˌæmᵻnˈeɪʃən.
01406|LJSpeech|wˌɛn spˈiːkɪŋ mˈoːɹ pɚtˈɪkjʊlɚli ʌvðə bˈʌɹoʊ dʒˈeɪlz.|wˌɛn spˈiːkɪŋ mˈoːɹ pɚtˈɪkjʊlɚli ʌvðə bˈʌɹoʊ dʒˈeɪlz.
00505|LJSpeech|ˈʌðɚz hˌuː ɚɹˈaɪvd dʒˈʌst ˈæftɚ ðə tˈaɪm ʌv dˌɪstɹɪbjˈuːʃən wɜːɹ ˈɔfən fˈɔːɹɾiˈeɪt ˈaʊɚz wɪðˌaʊt fˈuːd. ðə lˈæɾɚ mˌaɪt ˈɔːlsoʊ biː sˈɪks dˈeɪz wɪðˌaʊt mˈiːt.|ˈʌðɚz hˌuː ɚɹˈaɪvd dʒˈʌst ˈæftɚ ðə tˈaɪm ʌv dˌɪstɹɪbjˈuːʃən wɜːɹ ˈɔfən fˈɔːɹɾiˈeɪt ˈaʊɚz wɪðˌaʊt fˈuːd. ðə lˈæɾɚ mˌaɪt ˈɔːlsoʊ biː sˈɪks dˈeɪz wɪðˌaʊt mˈiːt.
00241|LJSpeech|ðə wˈɔːɹdz ɪn ðɪs pˈɑːɹt wɜː fˈaɪv ɪn nˈʌmbɚ, ˈɔːl ɪn dᵻmˈɛnʃənz twˈɛnti fˈiːt baɪ fˈɪftiːn, wɪð ɐ sˈɪksθ wˈɔːɹd fˈɪftiːn fˈiːt skwˈɛɹ.|ðə wˈɔːɹdz ɪn ðɪs pˈɑːɹt wɜː fˈaɪv ɪn nˈʌmbɚ, ˈɔːl ɪn dᵻmˈɛnʃənz twˈɛnti fˈiːt baɪ fˈɪftiːn, wɪð ɐ sˈɪksθ wˈɔːɹd fˈɪftiːn fˈiːt skwˈɛɹ.
01873|LJSpeech|pɹɪfˈɜːz ðæt dᵻskɹˈɪpʃən wˌɪtʃ ɑːɹ ɛkspɹˈɛsli pɹɪpˈɛɹd fɔːɹ hɪz ˈoʊn klˈæs, ænd wˌɪtʃ ɐbˈaʊnd ɪn vˈʌlɡɚɹ ɐdvˈɛntʃɚɹ ɪn kɹˈɪmɪnəl ˈɛntɚpɹˌaɪz, ænd ɪnðə hˈɪstɚɹiz ʌvðə pəlˈiːs,|pɹɪfˈɜːz ðæt dᵻskɹˈɪpʃən wˌɪtʃ ɑːɹ ɛkspɹˈɛsli pɹɪpˈɛɹd fɔːɹ hɪz ˈoʊn klˈæs, ænd wˌɪtʃ ɐbˈaʊnd ɪn vˈʌlɡɚɹ ɐdvˈɛntʃɚɹ ɪn kɹˈɪmɪnəl ˈɛntɚpɹˌaɪz, ænd ɪnðə hˈɪstɚɹiz ʌvðə pəlˈiːs,
01838|LJSpeech|wɜː ɹᵻvˈaɪvd fɚðə kənvˈiːnɪəns ʌv ðiːz dʒˈɛntəlmən, hˌuːz ɪŋkˌɑːɹsɚɹˈeɪʃən wʌz ðˈʌs ɹˈɛndɚd æz lˈɪɾəl lˈaɪk ɪmpɹˈɪzənmənt æz pˈɑːsᵻbəl.|wɜː ɹᵻvˈaɪvd fɚðə kənvˈiːnɪəns ʌv ðiːz dʒˈɛntəlmən, hˌuːz ɪŋkˌɑːɹsɚɹˈeɪʃən wʌz ðˈʌs ɹˈɛndɚd æz lˈɪɾəl lˈaɪk ɪmpɹˈɪzənmənt æz pˈɑːsᵻbəl.
01232|LJSpeech|ɪn ˈʌðɚz ðə sˌɛpɚɹˈeɪʃən bᵻtwˌiːn ðə sˈɛksᵻz kənsˈɪstᵻd ɪn ɐ hˈæŋɪŋ kˈɜːtən|ɪn ˈʌðɚz ðə sˌɛpɚɹˈeɪʃən bᵻtwˌiːn ðə sˈɛksᵻz kənsˈɪstᵻd ɪn ɐ hˈæŋɪŋ kˈɜːtən
01761|LJSpeech|wˈʌn mˈæn dᵻklˈɛɹd ðætðə lˈæŋɡwɪdʒ ʌvðə kəndˈɛmd ɹˈuːmz wʌz dɪsɡˈʌstɪŋ, ðæt hiː wʌz dˈaɪɪŋ ɐ dˈɛθ ˈɛvɹi dˈeɪ ɪn bˌiːɪŋ kəmpˈɛld tʊ ɐsˈoʊsɪˌeɪt wɪð sˈʌtʃ kˈæɹɪktɚz.|wˈʌn mˈæn dᵻklˈɛɹd ðætðə lˈæŋɡwɪdʒ ʌvðə kəndˈɛmd ɹˈuːmz wʌz dɪsɡˈʌstɪŋ, ðæt hiː wʌz dˈaɪɪŋ ɐ dˈɛθ ˈɛvɹi dˈeɪ ɪn bˌiːɪŋ kəmpˈɛld tʊ ɐsˈoʊsɪˌeɪt wɪð sˈʌtʃ kˈæɹɪktɚz.
01460|LJSpeech|ðə dɪsɡɹˈeɪsfəl ˌoʊvɚkɹˈaʊdɪŋ hɐdbɪn pˈɑːɹʃəli ˈɛndᵻd, bˌʌt ðə sˈeɪm ˈiːvəlz ʌv ˌɪndɪskɹˈɪmᵻnət ɐsˌoʊsɪˈeɪʃən wɜː stˈɪl pɹɪzˈɛnt; ðɛɹwˌʌz ðɪ ˈoʊld nᵻɡlˈɛkt ʌv dˈiːsənsi,|ðə dɪsɡɹˈeɪsfəl ˌoʊvɚkɹˈaʊdɪŋ hɐdbɪn pˈɑːɹʃəli ˈɛndᵻd, bˌʌt ðə sˈeɪm ˈiːvəlz ʌv ˌɪndɪskɹˈɪmᵻnət ɐsˌoʊsɪˈeɪʃən wɜː stˈɪl pɹɪzˈɛnt; ðɛɹwˌʌz ðɪ ˈoʊld nᵻɡlˈɛkt ʌv dˈiːsənsi,
01301|LJSpeech|ˈɔːl ðæt wʌz ˈɜːdʒd wʌz ðætðə bˈʌɹoʊ mˈædʒɪstɹəsi hæd nˈoʊ ɹˈaɪt tə ɡˈʌvɚn ðɛɹ dʒˈeɪlz|ˈɔːl ðæt wʌz ˈɜːdʒd wʌz ðætðə bˈʌɹoʊ mˈædʒɪstɹəsi hæd nˈoʊ ɹˈaɪt tə ɡˈʌvɚn ðɛɹ dʒˈeɪlz
00032|LJSpeech|bˌʌt wˌɪtʃ mˈʌst sˈɜːʔn̩li hæv kˈʌm fɹʌmðə stˈʌdi ʌvðə twˈɛlfθ ɔːɹ ˈiːvən ðɪ ᵻlˈɛvənθ sˈɛntʃɚɹi ˌɛmˌɛsˈɛs.|bˌʌt wˌɪtʃ mˈʌst sˈɜːʔn̩li hæv kˈʌm fɹʌmðə stˈʌdi ʌvðə twˈɛlfθ ɔːɹ ˈiːvən ðɪ ᵻlˈɛvənθ sˈɛntʃɚɹi ˌɛmˌɛsˈɛs.
00629|LJSpeech|hiː slˈɛpt ɪnðə sˈeɪm bˈɛd wɪð ɐ hˈaɪweɪmən ˌɔn wˈʌn sˈaɪd, ænd ɐ mˈæn tʃˈɑːɹdʒd wɪð mˈɜːdɚɹ ɔnðɪ ˈʌðɚ.|hiː slˈɛpt ɪnðə sˈeɪm bˈɛd wɪð ɐ hˈaɪweɪmən ˌɔn wˈʌn sˈaɪd, ænd ɐ mˈæn tʃˈɑːɹdʒd wɪð mˈɜːdɚɹ ɔnðɪ ˈʌðɚ.
01057|LJSpeech|ænd wˌɪtʃ ˈiːvən fʊlfˈɪld mˈɛnɪəv ðɪ ɛɡzˈæktɪŋ ɹᵻkwˈaɪɚmənts ʌv mˈɑːdɚn dˈeɪz.|ænd wˌɪtʃ ˈiːvən fʊlfˈɪld mˈɛnɪəv ðɪ ɛɡzˈæktɪŋ ɹᵻkwˈaɪɚmənts ʌv mˈɑːdɚn dˈeɪz.
02033|LJSpeech|ðeɪ ɑːɹ bˈoʊθ dɹˈɔːn ɐtwˈʌns baɪ ɐ wˈɪndlæs, ænd ðɪ ʌnhˈæpi kˈʌlpɹɪts ɹᵻmˈeɪn səspˈɛndᵻd.|ðeɪ ɑːɹ bˈoʊθ dɹˈɔːn ɐtwˈʌns baɪ ɐ wˈɪndlæs, ænd ðɪ ʌnhˈæpi kˈʌlpɹɪts ɹᵻmˈeɪn səspˈɛndᵻd.
00366|LJSpeech|ðə flˈiːt, ænd ðə mˈɑːɹʃɐlsˌiː pɹˈɪzənz ɪspˈɛʃəli dɪvˈoʊɾᵻd tə ðˌɛm,|ðə flˈiːt, ænd ðə mˈɑːɹʃɐlsˌiː pɹˈɪzənz ɪspˈɛʃəli dɪvˈoʊɾᵻd tə ðˌɛm,
00727|LJSpeech|ðoʊz hˌuː wɜː ðˈʌs ɹˈɛkləs ɹɪˈæktᵻd əpˌɑːn ðə pˈɛnɪtənt hˌuː nˈuː ðɛɹ dˈeɪz wɜː nˈʌmbɚd,|ðoʊz hˌuː wɜː ðˈʌs ɹˈɛkləs ɹɪˈæktᵻd əpˌɑːn ðə pˈɛnɪtənt hˌuː nˈuː ðɛɹ dˈeɪz wɜː nˈʌmbɚd,
02102|LJSpeech|ðˈʌs ɐpˈæɹəld hiː ɐsˈɛndᵻd ðə stˈɛɹz æt ðə dˈɛɾɚz dˈoːɹ,|ðˈʌs ɐpˈæɹəld hiː ɐsˈɛndᵻd ðə stˈɛɹz æt ðə dˈɛɾɚz dˈoːɹ,
01866|LJSpeech|ˈænd "tə dɪspˈoʊz hˌɪm, baɪ mˌɛdɪtˈeɪʃən ænd sᵻklˈuːʒən, tə ɹᵻtˈɜːn tʊ ɐn ˈɑːnɪst lˈaɪf."|ˈænd "tə dɪspˈoʊz hˌɪm, baɪ mˌɛdɪtˈeɪʃən ænd sᵻklˈuːʒən, tə ɹᵻtˈɜːn tʊ ɐn ˈɑːnɪst lˈaɪf."
00285|LJSpeech|ɐ ɹˈiːsənt ɹᵻfˈɔːɹm hæd klˈoʊzd ðə tˈæp kˈɛpt baɪ ðə dʒˈeɪlɚ wɪðˌɪn ðə pɹˈiːsɪŋkts, bˈʌt|ɐ ɹˈiːsənt ɹᵻfˈɔːɹm hæd klˈoʊzd ðə tˈæp kˈɛpt baɪ ðə dʒˈeɪlɚ wɪðˌɪn ðə pɹˈiːsɪŋkts, bˈʌt
01453|LJSpeech|tˈʊk vəlˈuːmɪnəs ˈɛvɪdəns fɹʌm ˈɔːl klˈæsᵻz ʌv ˌɪndᵻvˈɪdʒuːəlz, fɹʌmðə ɡˈʌvɚnɚ dˌaʊn tə ðə kˈɑːnvɪkt ɪnðə kəndˈɛmd sˈɛlz.|tˈʊk vəlˈuːmɪnəs ˈɛvɪdəns fɹʌm ˈɔːl klˈæsᵻz ʌv ˌɪndᵻvˈɪdʒuːəlz, fɹʌmðə ɡˈʌvɚnɚ dˌaʊn tə ðə kˈɑːnvɪkt ɪnðə kəndˈɛmd sˈɛlz.
01709|LJSpeech|mˈeɪl pɹˈɪzənɚz kˈæɹid kˈoʊl ˌɪntʊ ðə fˈiːmeɪl pɹˈɪzən, wˌɛn ðeɪ sˈɔː ænd kʊd spˈiːk ɔːɹ pˈæs lˈɛɾɚz tə ðə fˈiːmeɪl pɹˈɪzənɚz;|mˈeɪl pɹˈɪzənɚz kˈæɹid kˈoʊl ˌɪntʊ ðə fˈiːmeɪl pɹˈɪzən, wˌɛn ðeɪ sˈɔː ænd kʊd spˈiːk ɔːɹ pˈæs lˈɛɾɚz tə ðə fˈiːmeɪl pɹˈɪzənɚz;
00019|LJSpeech|ðˈə "lˈoʊɚkˈeɪs" bˌiːɪŋ ɪn fˈækt ɪnvˈɛntᵻd ɪnðɪ ˈɜːli mˈɪdəl ˈeɪdʒᵻz.|ðˈə "lˈoʊɚkˈeɪs" bˌiːɪŋ ɪn fˈækt ɪnvˈɛntᵻd ɪnðɪ ˈɜːli mˈɪdəl ˈeɪdʒᵻz.
01524|LJSpeech|hiː sˈoʊld tˈiː, kˈɔfi, ʃˈʊɡɚ, təbˈækoʊ, ɔːlðˈoʊ pɹəhˈɪbɪɾᵻd, ænd ˈɛkstɹə bˈɪɹ.|hiː sˈoʊld tˈiː, kˈɔfi, ʃˈʊɡɚ, təbˈækoʊ, ɔːlðˈoʊ pɹəhˈɪbɪɾᵻd, ænd ˈɛkstɹə bˈɪɹ.
01572|LJSpeech|hiː mˌeɪhɐv ˈɜːd ɪn sˌʌm pˈɔɪnts θɹuː ˈɪɡnɚɹəns, bˌʌt ɪn ˈʌðɚz hiː wʌz klˈɪɹli ɡˈɪlti ʌv kˈʌlpəbəl nᵻɡlˈɛkt.|hiː mˌeɪhɐv ˈɜːd ɪn sˌʌm pˈɔɪnts θɹuː ˈɪɡnɚɹəns, bˌʌt ɪn ˈʌðɚz hiː wʌz klˈɪɹli ɡˈɪlti ʌv kˈʌlpəbəl nᵻɡlˈɛkt.
